Sentence,Label
obtain position company could enhance,c11
technical skills contribute growth organization,c11
summary qualications,c11
qualication bachelor computers systems engineering,c8
faculty engineering shams university,c12
grade good 73 12%,c13
graduation project face gender classication,c14
ccna apr 2014,c1
cisco certi cid 31 ed network associate 803 cisco id csco12588980,c1
itil foundation self study,c1
java j2se,c1
software developer,c5
duties,c11
working team build web based application,c11
establish software prototypes determine priorities,c11
designing developing testing asp net applications,c11
developing new components existing systems,c11
participating database design development,c11
arabic mother tongue,c4
english good,c4
ccna good,c2
asp net using c# vb net visual studio good,c2
html ajax css javascript good,c2
sql server management studio good,c2
ssis sql server integration service good,c2
sql server agent jobs basic knowledge,c2
ssrs sql server reporting service basic knowledge,c2
microsoft cid 30 ce good,c2
flexible creative good communications,c3
planning organizing developing producing results,c3
quickly new varied situation,c3
team player independent worker precision,c3
ability analyze information make recommendations,c3
hard worker ability work pressure,c3
work multitasking time management,c3
ambitious determined,c3
challenging technical support career opportunity field information,c11
technology increase knowledge gain experience academic,c11
background communication team work skills,c11
faculty computers information cairo university,c12
department ;major information technology,c12
minor decision support,c12
gpa 2 7 / 4 0,c13
el orman experimental language school,c11
networking knowledge troubleshooting experience,c2
computer good knowledge programming c++ java html,c2
php java script matlab abap sql server,c2
team player leadership experience,c3
excellent communication soft skills,c3
analytical mind adaptation capability,c3
willing learn knowledge technical experience,c3
willing learn new skills subjects,c3
arabic native,c4
english excellent read good spoken,c4
team leader yalla na3ml 5er team,c10
ccna mcsa,c1
reading swimming squash,c11
b sc computer systems department 2013 electrical engineering shams university,c8
"graduation project ""in vehicle infotainment ivi """,c14
simply ivi system system achieved using two bases development,c14
hardware plus software solution software solution hence offering,c14
user option choose low cost portable platform specifically,c14
tailored car bound platform,c14
platforms introduce mandatory software solutions,c14
parking assist navigator gps car tracker video/audio application file manager,c14
park assist aids user parking using graphical instructions sensing,c14
surrounding obstacles achieve functionality tool mandate,c14
usage hardware component developed us hardware component consists,c14
parking sensors arduino board manage communication,c14
users device sensors,c14
"role designing parking module arduino ""microcontroller"" writing implementing",c14
testing algorithm park assist system,c14
cumulative grade good 72 88%,c13
graduate year may 2013,c11
general secondary certificate 2008 halmya el zaiton el secondary school cairo egypt,c11
score 95%,c11
toshiba el araby summer 2010 laptops maintenance,c11
faculty engineering ainshams university summer 2012 vstation emulator,c12
jelecom 2011 microcontroller using pic microcontroller mplab ide learning,c14
read data sheet microcontroller sensor/actuator understand use,c14
iteshare april 2014 android course first app lists calculator putting background,c1
c++,c2
matlab,c2
verilog,c2
