,Sentence,Label
745,university faculty engineering cairo university,Faculty
746,major bsc electronics communications engineering,Education
747,cumulative grade good,Grade
748,graduation Project mobile based visual aid blind,Project
749,Project aims help blind identify unknown person blind equipped mobile phone,Project
750,includes camera unknown person described set images identification,Project
751,performed extracting feature image unknown person comparing,Project
752,features database feature nearest distance captured image,Project
753,considered person identified,Project
754,used tools languages mobile phone android os java opencv integrated development,Techskills
755,environment eclipse,Techskills
756,elective courses acoustics engineering optical fiber communications nano electronics,Courses
757,june 2009 ieee institute electrical electronics engineers basics analog digital,Courses
758,circuits introduction linux os,Courses
759,july 2010 aoi arab organization industrialization production department,Experience
760,july 2011 telecom egypt digital telephony communication data network telephone,Experience
761,networks telecom egypt profile services,Courses
762,august 2011 telecom egypt communication satellites,Courses
763,august 2008 icdl course windows xp microsoft word/powerpoint/excel,Courses
764,june 2010 cece communications electronics club engineers matlab introduction,Courses
765,august 2010 computer engineering labs cairo university c++ course,Courses
766,december 2010 gate go ahead take experience avr atmega microcontroller basics,Courses
767,june 2011 cece wireless communications system design using matlab course,Courses
768,july 2011 cece digital design using verilog hardware description language course,Courses
769,circuit simulation software topspice logisim simulink proteus,Techskills
770,network simulation software opnet,Techskills
771,electronic design automation environment cadence,Techskills
772,teaching resala non profitable organization students preparatory stage,Others
773,unimasr educational website member communications moderation team,Others
774,e learning html software testing,Techskills
775,arabic fluent spoken written,Language
776,english good spoken written,Language
777,communication engineering student i'm working developing personally professionally,Others
778,able enter market qualified candidate gives better opportunity join well known,Others
779,im enthusiastic ambitious person always eager know learn Others experience life,Others
780,im hard worker always committed involved showed good command leadership skills,Personalskills
781,well experienced communication skills presentation skills team work,Personalskills
782,vice president internal relations stp student organization,Others
783,managing work coordinating three committees internal public relations committee,Others
784,decorations coordination reception committee logistics committee accordance,Others
785,committees' heads,Others
786,assigning tasks committees' heads following progress work,Others
787,providing training committees' heads members accordance hr section,Others
788,preparing detailed time plan year's work help committees' heads accordance,Others
789,internal public relations member stp student organization,Others
790,representing stp inside cairo university managing relations cairo university administration,Others
